tran_date,amount,gender,member
2023-2-1,3000,male,yes
2018-7-31,200000,male,yes
2019-7-4,100000,male,yes
2020-7-2,100000,male,yes
2020-10-7,100000,male,yes
2021-7-12,200000,male,yes
2022-12-21,200000,male,yes
2019-12-18,10000,male,yes
2023-7-21,1500,male,yes
2023-5-23,1500,male,yes
2023-6-21,1500,male,yes
2023-4-21,1500,male,yes
2018-4-11,596000,female,no
2019-12-12,200000,female,no
2020-5-12,100000,female,no
2021-7-13,500000,female,no
2021-5-1,150000,female,no
2023-7-20,3000000,female,no
2014-9-25,2000,female,yes
2015-7-2,2000,female,yes
2015-7-2,3000,female,yes
2016-6-2,8750,female,yes
2016-8-25,8750,female,yes
2017-6-2,8550,female,yes
2018-6-15,8750,female,yes
2019-7-4,5000,female,yes
2019-5-24,8750,female,yes
2017-7-25,2000,female,yes
2017-11-23,200,female,yes
2018-7-25,500,female,yes
2019-2-5,200,female,yes
2019-2-5,100,female,yes
2019-2-5,100,female,yes
2019-2-5,100,female,yes
2019-2-5,100,female,yes
2019-9-3,1000,female,yes
2019-9-3,1000,female,yes
2019-10-11,1000,female,yes
2019-12-27,200,female,yes
2019-3-18,200,female,yes
2019-8-9,1000,female,yes
2020-7-8,100,female,yes
2020-7-24,2000,female,yes
2020-9-3,2000,female,yes
2020-10-26,100,female,yes
2020-12-14,100,female,yes
2020-5-5,200,female,yes
2020-1-6,1500,female,yes
2020-6-9,100,female,yes
2020-8-6,100,female,yes
2020-8-10,1000,female,yes
2020-8-10,1000,female,yes
2021-9-3,2000,female,yes
2021-12-1,100,female,yes
2021-12-1,100,female,yes
2021-5-17,500,female,yes
2021-11-4,1000,female,yes
2021-11-4,2000,female,yes
2021-1-6,2000,female,yes
2021-8-10,2000,female,yes
2022-7-26,1000,female,yes
2022-9-9,1000,female,yes
2022-5-20,200,female,yes
2022-8-17,1000,female,yes
2023-7-5,500,female,yes
2023-7-5,500,female,yes
2023-1-6,1000,female,yes
2019-8-25,200,male,no
2021-7-29,1000,male,no
2021-11-22,1000,male,no
2021-3-2,1000,male,no
2021-4-2,500,male,no
2021-8-26,1000,male,no
2022-2-14,1000,male,no
2022-9-2,1000,male,no
2022-10-17,1000,male,no
2022-12-13,1000,male,no
2022-1-17,1000,male,no
2022-6-1,1000,male,no
2023-5-9,1000,male,no
2023-1-11,1000,male,no
2017-6-23,1250,female,yes
2017-12-15,20000,female,yes
2018-2-8,950,female,yes
2019-7-6,550,female,yes
2019-4-11,950,female,yes
2021-3-31,500,female,yes
2023-2-8,10000,female,yes
2023-4-24,7000,female,yes
2015-12-17,2000,female,no
2017-12-18,2500,female,no
2018-12-20,2500,female,no
2019-12-24,2500,female,no
2021-7-20,5000,female,no
2014-1-13,1000,male,yes
2014-5-16,500,male,yes
2015-1-14,1000,male,yes
2015-1-14,500,male,yes
2015-5-25,1000,male,yes
2015-5-25,1000,male,yes
2015-6-12,500,male,yes
2015-7-10,500,male,yes
2015-10-9,500,male,yes
2016-1-14,1000,male,yes
2016-2-12,500,male,yes
2016-3-16,1000,male,yes
2018-1-12,500,male,yes
2018-1-12,1000,male,yes
2019-2-15,1000,male,yes
2019-8-9,1000,male,yes
2020-2-7,500,male,yes
2023-3-3,1000,male,yes
2015-8-21,100,male,no
2019-2-22,1000,male,no
2019-2-22,500,male,no
2020-6-5,2000,male,no
2021-12-24,2000,male,no
2021-1-29,1000,male,no
2021-1-29,500,male,no
2022-8-5,500,male,no
2022-8-5,500,male,no
2023-5-16,500,male,no
2023-1-6,1000,male,no
2023-3-3,1000,male,no
2023-3-14,1000,male,no
2016-10-13,1000,female,yes
2017-10-6,2000,female,yes
2018-10-16,2000,female,yes
2019-7-23,1000,female,yes
2020-6-4,2000,female,yes
2021-12-21,2000,female,yes
2021-6-1,2000,female,yes
2021-4-21,2000,female,yes
2022-10-17,2000,female,yes
2023-5-29,2000,female,yes
2019-5-31,3000,male,yes
2019-1-25,2000,male,yes
2020-12-14,5000,male,yes
2020-8-24,5000,male,yes
2021-8-16,5000,male,yes
2022-11-21,5000,male,yes
2014-7-9,3000,female,no
2015-7-15,3000,female,no
2016-7-13,3000,female,no
2017-7-7,3000,female,no
2018-7-4,3000,female,no
2019-7-8,3000,female,no
2020-7-9,5000,female,no
2021-7-7,5000,female,no
2022-7-8,5000,female,no
2015-12-17,5000,female,no
2018-12-20,5000,female,no
2019-12-24,5000,female,no
2021-7-20,5000,female,no
2014-7-24,1000,female,no
2016-3-14,1000,female,no
2018-10-29,1000,female,no
2020-9-25,1000,female,no
2021-7-14,5000,female,no
2022-8-10,5000,female,no
2023-3-22,5000,female,no
2021-9-9,1000,female,yes
2021-12-1,500,female,yes
2021-5-21,1000,female,yes
2021-6-22,1000,female,yes
2022-2-4,500,female,yes
2022-2-28,1000,female,yes
2022-12-19,500,female,yes
2022-1-7,1000,female,yes
2022-6-16,500,female,yes
2022-4-19,1000,female,yes
2022-8-5,1000,female,yes
2023-7-14,1000,female,yes
2023-3-1,500,female,yes
2023-4-26,1000,female,yes
2020-5-1,2500,male,no
2020-5-19,2000,male,no
2020-5-19,2000,male,no
2021-7-7,1500,male,no
2021-11-20,2000,male,no
2021-4-23,2000,male,no
2019-4-29,48000,male,yes
2020-11-24,42000,male,yes
2013-7-30,200000,male,yes
2014-12-29,20000,male,yes
2015-5-7,20000,male,yes
2018-12-17,100000,male,yes
2019-9-17,100000,male,yes
2020-12-15,50000,male,yes
2020-3-31,50000,male,yes
2021-9-2,20000,male,yes
2021-5-20,50000,male,yes
2022-11-26,100000,male,yes
2023-5-15,50000,male,yes
2017-8-4,2000,male,no
2019-9-2,2000,male,no
2020-4-13,5000,male,no
2021-7-12,2000,male,no
2021-4-20,5000,male,no
2018-12-19,20000,female,no
2018-12-26,20000,female,no
2019-11-22,40000,female,no
2020-12-17,50000,female,no
2021-12-1,20000,female,no
2022-11-23,100000,female,no
2013-10-21,3000,female,no
2015-3-3,10000,female,no
2016-2-2,5000,female,no
2017-8-4,10000,female,no
2019-9-2,3000,female,no
2021-4-20,3000,female,no
2018-12-27,1000,female,yes
2018-12-27,1000,female,yes
2019-12-27,1000,female,yes
2019-12-27,1000,female,yes
2020-12-28,3000,female,yes
2020-12-29,2000,female,yes
2021-12-28,2000,female,yes
2021-12-28,2000,female,yes
2022-12-21,1500,female,yes
2022-12-21,1500,female,yes
2020-3-10,1000,female,yes
2021-6-8,1000,female,yes
2021-8-11,1000,female,yes
2022-12-19,100,female,yes
2022-12-19,100,female,yes
2022-3-9,1000,female,yes
2023-1-4,10000,female,yes
2023-4-24,7000,female,yes
2013-12-23,2000,female,yes
2017-2-9,2000,female,yes
2017-12-21,2000,female,yes
2019-12-12,2000,female,yes
2020-12-12,2000,female,yes
2020-5-21,3000,female,yes
2021-12-9,2000,female,yes
2021-4-24,2000,female,yes
2022-12-20,3000,female,yes
2022-8-30,2000,female,yes
2023-3-8,2000,female,yes
2021-11-30,1000,male,no
2022-12-1,10000,male,no
2022-6-28,1000,male,no
2023-6-26,1500,male,no
2023-6-26,1500,male,no
2014-1-29,1000,female,no
2014-1-29,1000,female,no
2014-12-24,10000,female,no
2015-12-17,2000,female,no
2017-12-19,1000,female,no
2018-12-20,2000,female,no
2019-12-24,2000,female,no
2020-12-30,10000,female,no
2021-7-20,2000,female,no
2021-5-31,10000,female,no
2021-5-31,10000,female,no
2014-9-4,3500,male,yes
2014-9-10,1000,male,yes
2014-10-28,1200,male,yes
2015-5-7,2500,male,yes
2015-7-28,2000,male,yes
2018-7-31,1000,male,yes
2018-7-31,1000,male,yes
2018-11-7,1000,male,yes
2018-11-20,1000,male,yes
2018-11-20,500,male,yes
2018-12-6,1000,male,yes
2021-7-21,1200,male,yes
2021-5-28,1500,male,yes
2022-11-19,1000,male,yes
2021-12-28,1000,female,yes
2021-12-28,1000,female,yes
2021-12-28,1000,female,yes
2021-12-28,1000,female,yes
2021-12-28,1000,female,yes
2022-9-26,1500,female,yes
2022-9-26,1500,female,yes
2023-3-16,1000,female,yes
2023-3-16,500,female,yes
2023-4-4,500,female,yes
2023-4-28,3000,female,yes
2022-10-20,1000,male,no
2022-12-21,1000,male,no
2022-11-22,1000,male,no
2022-1-4,10000,male,no
2023-7-21,1000,male,no
2023-2-21,1000,male,no
2023-5-23,1000,male,no
2023-1-21,1000,male,no
2023-6-21,1000,male,no
2023-3-21,1000,male,no
2023-4-21,1000,male,no
2016-10-18,500,female,yes
2017-3-14,500,female,yes
2017-11-15,500,female,yes
2018-5-17,500,female,yes
2018-5-17,500,female,yes
2018-5-30,500,female,yes
2018-5-30,500,female,yes
2018-12-7,500,female,yes
2018-12-7,500,female,yes
2019-2-26,500,female,yes
2019-2-26,500,female,yes
2019-2-26,500,female,yes
2019-2-26,500,female,yes
2019-12-14,3000,female,yes
2019-1-30,500,female,yes
2019-1-30,500,female,yes
2014-12-20,5000,female,no
2014-12-24,1000,female,no
2015-12-17,1000,female,no
2017-12-19,1000,female,no
2018-12-20,5000,female,no
2015-11-30,12000,female,no
2015-12-17,10000,female,no
2015-12-19,15000,female,no
2015-12-25,51069,female,no
2018-12-20,5000,female,no
2021-7-20,10000,female,no
2019-6-8,3000,female,yes
2020-11-21,2000,female,yes
2020-6-13,2000,female,yes
2021-7-3,3000,female,yes
2021-5-8,3000,female,yes
2022-3-5,1000,female,yes
2022-3-5,1000,female,yes
2023-3-11,2000,female,yes
2016-8-4,300,female,yes
2019-5-17,3000,female,yes
2019-8-21,3000,female,yes
2020-12-18,20000,female,yes
2020-5-8,10000,female,yes
2020-8-28,6000,female,yes
2021-7-1,20000,female,yes
2021-4-9,1000,female,yes
2023-6-22,2000,female,yes
2014-3-13,1000,female,yes
2014-12-1,1000,female,yes
2015-1-22,1000,female,yes
2015-4-23,1000,female,yes
2015-6-17,1000,female,yes
2015-9-25,1000,female,yes
2015-12-29,1000,female,yes
2016-2-25,1000,female,yes
2016-3-24,1000,female,yes
2016-4-26,1000,female,yes
2016-6-1,1000,female,yes
2017-12-15,1001,female,yes
2018-2-19,1000,female,yes
2018-4-24,1000,female,yes
2018-5-25,1000,female,yes
2018-8-3,1000,female,yes
2018-9-7,1000,female,yes
2018-10-9,1000,female,yes
2018-11-8,1000,female,yes
2018-12-18,1000,female,yes
2019-2-12,1000,female,yes
2019-5-2,1000,female,yes
2019-1-2,1000,female,yes
2019-3-14,1000,female,yes
2019-4-2,1000,female,yes
2019-8-22,1000,female,yes
2019-8-22,1000,female,yes
2021-9-6,1000,female,yes
2021-3-16,1000,female,yes
2022-2-22,1000,female,yes
2022-5-18,1000,female,yes
2022-11-24,1000,female,yes
2022-8-9,1000,female,yes
2013-10-17,4000,female,yes
2013-10-17,500,female,yes
2013-11-21,4000,female,yes
2014-2-20,1000,female,yes
2014-3-26,1000,female,yes
2014-4-29,10000,female,yes
2014-6-27,2000,female,yes
2014-6-6,2000,female,yes
2014-7-25,2000,female,yes
2014-8-8,2000,female,yes
2014-8-15,1500,female,yes
2014-9-8,1500,female,yes
2015-4-17,2000,female,yes
2015-8-26,2000,female,yes
2016-5-14,2000,female,yes
2016-6-25,1000,female,yes
2017-5-23,1000,female,yes
2019-8-6,2000,female,yes
2020-5-19,10000,female,yes
2021-4-29,1000,female,yes
2022-8-17,10000,female,yes
2017-6-26,2350,female,no
2018-12-20,5000,female,no
2020-5-13,2000,female,no
2021-7-20,5000,female,no
2021-2-1,2000,female,no
2018-3-26,500,female,yes
2018-8-16,300,female,yes
2018-9-6,500,female,yes
2019-10-21,1000,female,yes
2019-5-23,1000,female,yes
2019-3-21,500,female,yes
2019-8-1,500,female,yes
2019-8-1,500,female,yes
2019-8-1,500,female,yes
2020-10-26,500,female,yes
2020-10-26,2000,female,yes
2022-7-26,3000,female,yes
2022-2-23,3000,female,yes
2022-1-24,2000,female,yes
2022-3-25,3000,female,yes
2022-8-18,500,female,yes
2023-2-7,10000,female,yes
2013-11-8,1000,female,yes
2013-11-8,500,female,yes
2013-11-8,300,female,yes
2013-11-8,300,female,yes
2013-11-8,200,female,yes
2014-11-14,1000,female,yes
2014-11-14,1000,female,yes
2015-11-13,1000,female,yes
2015-11-13,1000,female,yes
2017-11-10,500,female,yes
2017-11-10,500,female,yes
2017-11-10,500,female,yes
2018-11-21,800,female,yes
2018-11-21,500,female,yes
2019-2-22,1000,female,yes
2019-12-9,500,female,yes
2019-12-9,500,female,yes
2019-12-9,500,female,yes
2023-3-3,500,female,yes
2023-3-3,500,female,yes
2013-10-3,1000,female,yes
2013-10-14,1000,female,yes
2015-9-17,1350,female,yes
2016-4-8,2000,female,yes
2016-12-16,1600,female,yes
2017-1-17,10000,female,yes
2017-1-20,200,female,yes
2018-4-17,100000,female,yes
2018-9-3,2000,female,yes
2019-10-15,20000,female,yes
2020-11-12,10000,female,yes
2020-11-12,10000,female,yes
2021-10-1,50000,female,yes
2022-11-8,10000,female,yes
2022-11-8,299,female,yes
2019-9-21,1000,female,yes
2019-8-24,200,female,yes
2020-5-2,6000,female,yes
2020-11-17,200,female,yes
2022-10-31,10000,female,yes
2017-12-20,10000,male,yes
2019-9-17,1000,male,yes
2019-10-4,1000,male,yes
2019-12-6,1000,male,yes
2019-11-22,1000,male,yes
2020-2-19,1000,male,yes
2020-1-21,1000,male,yes
2023-1-18,10000,male,yes
2015-12-17,3000,female,no
2017-12-18,3000,female,no
2018-12-20,3000,female,no
2020-5-12,1200,female,no
2021-7-20,3000,female,no
2014-3-6,950,female,yes
2014-7-3,1000,female,yes
2014-7-10,1000,female,yes
2015-10-1,950,female,yes
2017-5-18,1000,female,yes
2017-7-20,19999,female,yes
2021-5-11,2000,female,no
2021-5-11,10000,female,no
2021-5-11,3000,female,no
2021-5-11,5000,female,no
2021-6-18,2000,female,no
2014-12-18,500,female,yes
2015-8-27,950,female,yes
2016-3-21,400,female,yes
2017-7-25,19999,female,yes
2017-12-12,5000,female,yes
2019-10-15,500,female,yes
2019-12-2,2000,female,yes
2019-8-22,500,female,yes
2020-5-23,5000,female,yes
2020-6-6,2000,female,yes
2020-8-21,200,female,yes
2021-12-30,5000,female,yes
2023-2-4,10000,female,yes
2015-11-20,10000,male,yes
2016-5-21,10000,male,yes
2018-6-14,2000,male,yes
2018-10-12,4000,male,yes
2018-11-29,2000,male,yes
2018-11-29,500,male,yes
2019-9-13,2000,male,yes
2019-3-11,2000,male,yes
2020-3-13,1000,male,yes
2021-5-21,2000,male,yes
2021-1-12,2000,male,yes
2013-8-22,20000,female,no
2014-8-19,30000,female,no
2015-8-21,30000,female,no
2016-8-23,50000,female,no
2017-8-25,50000,female,no
2018-8-27,50000,female,no
2019-8-9,2000,female,no
2019-8-24,50000,female,no
2020-8-24,30000,female,no
2021-12-16,30000,female,no
2022-9-19,30000,female,no
2013-11-11,5000,female,no
2013-11-11,100000,female,no
2018-2-23,2000,female,no
2018-8-3,500000,female,no
2020-4-5,100000,female,no
2018-3-7,1000,female,no
2018-9-17,1000,female,no
2018-12-12,1000,female,no
2019-7-3,1000,female,no
2019-2-18,1000,female,no
2019-12-11,1000,female,no
2020-12-3,1000,female,no
2020-6-5,1000,female,no
2021-9-30,1000,female,no
2021-12-7,1000,female,no
2021-3-3,1000,female,no
2022-2-17,500,female,no
2022-11-7,1000,female,no
2022-6-22,1000,female,no
2022-6-22,1000,female,no
2022-8-19,1000,female,no
2023-2-20,500,female,no
2023-2-20,500,female,no
2023-6-20,500,female,no
2023-6-20,500,female,no
2015-11-11,10000,female,no
2017-9-29,20000,female,no
2018-2-12,5000,female,no
2018-2-12,15000,female,no
2018-2-12,8750,female,no
2021-7-7,1000,female,no
2021-7-13,1000,female,no
2021-9-29,1955,female,no
2021-10-20,2000,female,no
2021-5-4,1000,female,no
2021-11-23,1000,female,no
2021-6-28,1000,female,no
2022-7-8,1700,female,no
2022-2-7,2000,female,no
2022-3-31,1000,female,no
2017-12-20,10000,female,no
2018-12-6,2000,female,no
2019-11-22,1000,female,no
2020-5-5,5000,female,no
2021-6-1,5000,female,no
2023-1-18,1000,female,no
2013-11-21,2000,female,yes
2014-3-28,1000,female,yes
2014-9-1,1000,female,yes
2015-3-27,1000,female,yes
2015-5-18,2000,female,yes
2015-8-4,1000,female,yes
2016-5-16,2000,female,yes
2016-8-30,1000,female,yes
2017-3-29,1000,female,yes
2017-7-14,1000,female,yes
2017-12-26,500,female,yes
2018-3-23,1000,female,yes
2018-5-15,1000,female,yes
2018-8-17,500,female,yes
2019-11-27,1000,female,yes
2019-3-27,1000,female,yes
2020-11-5,2000,female,yes
2020-3-27,2000,female,yes
2020-4-2,6000,female,yes
2020-8-4,500,female,yes
2021-3-30,2000,female,yes
2021-8-6,100000,female,yes
2022-7-1,2000,female,yes
2022-12-6,1000,female,yes
2022-11-14,500,female,yes
2022-1-19,5000,female,yes
2022-3-29,1000,female,yes
2023-2-22,500,female,yes
2023-5-9,1000,female,yes
2023-1-27,500,female,yes
2023-1-27,500,female,yes
2023-3-16,1000,female,yes
2023-3-16,1000,female,yes
2019-9-3,2000,female,no
2020-7-21,1000,female,no
2020-12-4,1000,female,no
2020-4-15,5000,female,no
2021-4-5,1000,female,no
2022-7-25,5000,female,no
2022-7-25,5000,female,no
2022-11-18,10000,female,no
2022-11-18,10000,female,no
2023-5-26,2500,female,no
2023-5-26,2500,female,no
2017-12-6,5000,female,no
2019-7-1,2000,female,no
2020-5-13,2000,female,no
2021-7-9,5000,female,no
2021-2-1,1000,female,no
2021-4-21,2000,female,no
2013-10-3,500,female,yes
2014-7-1,10000,female,yes
2015-8-27,950,female,yes
2017-1-20,500,female,yes
2017-6-21,800,female,yes
2017-6-21,800,female,yes
2017-9-26,7000,female,yes
2017-10-31,10000,female,yes
2017-11-15,4250,female,yes
2017-12-19,2999,female,yes
2018-6-18,2750,female,yes
2018-6-25,450,female,yes
2021-3-16,30000,female,yes
2023-2-4,10000,female,yes
2020-5-13,5000,female,no
2020-5-15,1000,female,no
2020-4-17,2000,female,no
2021-7-27,5000,female,no
2021-5-3,2000,female,no
2021-5-7,5000,female,no
2015-1-29,1000,female,yes
2015-7-15,2000,female,yes
2016-3-11,3600,female,yes
2017-5-16,500,female,yes
2017-6-26,1850,female,yes
2017-12-14,3000,female,yes
2019-7-30,5000,female,yes
2020-3-23,5000,female,yes
2021-6-1,10000,female,yes
2021-6-1,10000,female,yes
2016-3-7,1000,female,yes
2016-7-12,1000,female,yes
2017-3-27,1000,female,yes
2019-3-20,1000,female,yes
2020-4-13,1000,female,yes
2021-12-21,835,female,yes
2021-3-15,1000,female,yes
2022-2-7,1000,female,yes
2022-9-19,2000,female,yes
2023-3-13,1000,female,yes
2017-8-7,1000,female,no
2017-11-22,2000,female,no
2019-11-28,2000,female,no
2019-8-21,1000,female,no
2021-6-1,5000,female,no
2019-12-26,5000,female,yes
2019-6-17,5000,female,yes
2020-9-17,1000,female,yes
2020-3-30,3000,female,yes
2021-6-25,2000,female,yes
2014-9-15,1000,female,no
2014-9-15,1000,female,no
2015-4-24,1000,female,no
2015-4-24,2000,female,no
2015-9-15,2000,female,no
2016-12-14,2000,female,no
2019-9-16,3000,female,no
2020-9-16,3000,female,no
2020-6-5,2000,female,no
2020-6-5,2000,female,no
2021-12-4,2000,female,no
2021-12-4,2000,female,no
2021-4-17,3000,female,no
2018-10-3,40000,female,yes
2019-12-26,5000,female,yes
2019-12-26,5000,female,yes
2019-5-8,20000,female,yes
2020-12-29,50000,female,yes
2020-6-12,10000,female,yes
2020-6-12,5000,female,yes
2020-6-12,10000,female,yes
2021-2-23,10000,female,yes
2021-12-23,18810,female,yes
2021-12-23,10000,female,yes
2021-11-30,11190,female,yes
2022-12-19,50000,female,yes
2023-2-7,80000,female,yes
2017-10-11,1060,female,no
2019-12-21,5000,female,no
2021-2-3,2000,female,no
2021-5-20,5000,female,no
2023-2-11,10000,female,no
2017-12-19,5000,female,no
2020-1-3,10000,female,no
2020-4-3,5000,female,no
2021-2-5,10000,female,no
2021-4-21,2000,female,no
2014-9-29,8750,female,yes
2015-12-24,10000,female,yes
2017-12-27,5000,female,yes
2018-12-28,10000,female,yes
2020-12-8,10000,female,yes
2020-1-3,10000,female,yes
2020-3-30,10000,female,yes
2021-5-3,10000,female,yes
2022-10-7,10000,female,yes
2014-12-24,12000,male,no
2015-12-17,10000,male,no
2015-12-30,4000,male,no
2017-12-18,5000,male,no
2018-12-20,6000,male,no
2019-12-24,5000,male,no
2020-5-13,10000,male,no
2020-5-15,1000,male,no
2021-7-20,5000,male,no
2021-5-6,3000,male,no
2021-8-3,7276,male,no
2013-7-13,1500,male,yes
2013-8-31,1500,male,yes
2013-11-15,1000,male,yes
2014-1-25,1500,male,yes
2014-2-28,1500,male,yes
2014-3-28,1000,male,yes
2014-5-1,1000,male,yes
2014-5-14,1000,male,yes
2014-5-30,1000,male,yes
2014-6-13,1000,male,yes
2014-6-27,1000,male,yes
2014-7-25,1000,male,yes
2014-8-15,1000,male,yes
2014-11-21,1000,male,yes
2016-4-23,500,male,yes
2020-10-19,2000,male,yes
2020-12-7,2000,male,yes
2021-12-27,2000,male,yes
2021-3-22,2000,male,yes
2022-11-29,2000,male,yes
2022-4-18,2000,male,yes
2022-8-8,3000,male,yes
2015-12-17,3000,male,no
2017-12-18,3000,male,no
2018-12-20,2000,male,no
2019-12-24,3000,male,no
2020-11-17,300,female,no
2020-11-17,228,female,no
2020-11-17,500,female,no
2020-11-17,100,female,no
2020-11-17,500,female,no
2020-11-17,100,female,no
2020-11-17,500,female,no
2020-11-17,20500,female,no
2020-11-17,119,female,no
2020-11-17,100,female,no
2013-11-14,5000,female,yes
2014-10-30,3000,female,yes
2015-5-28,5000,female,yes
2016-12-8,5000,female,yes
2017-7-17,5000,female,yes
2018-11-5,5000,female,yes
2020-9-14,5000,female,yes
2021-7-5,5000,female,yes
2021-5-3,10000,female,yes
2022-8-29,3000,female,yes
2022-11-9,10000,female,yes
2023-5-8,3000,female,yes
2023-6-13,2500,female,yes
2023-6-13,2500,female,yes
2023-3-9,3000,female,yes
2023-4-7,5000,female,yes
2014-12-20,5000,female,no
2014-12-24,10000,female,no
2015-12-17,10000,female,no
2017-12-19,5000,female,no
2018-12-20,5000,female,no
2019-12-24,5000,female,no
2020-5-13,2000,female,no
2021-7-20,5000,female,no
2021-5-25,5000,female,no
2013-12-14,2000,female,yes
2019-12-17,2000,female,yes
2020-5-13,2000,female,yes
2021-5-8,2000,female,yes
2021-8-5,7000,female,yes
2021-11-16,5000,female,no
2021-4-27,500,female,no
2021-4-27,5000,female,no
2021-8-6,4000,female,no
2023-6-9,1000,female,no
2014-9-3,950,female,yes
2014-10-22,950,female,yes
2014-12-2,950,female,yes
2015-1-13,950,female,yes
2015-1-20,500,female,yes
2015-2-23,500,female,yes
2015-4-7,500,female,yes
2015-5-26,500,female,yes
2015-8-3,500,female,yes
2015-10-1,500,female,yes
2016-3-2,500,female,yes
2016-4-26,500,female,yes
2016-8-17,500,female,yes
2016-11-18,500,female,yes
2017-5-30,500,female,yes
2017-11-7,500,female,yes
2020-8-11,500,female,yes
2021-12-1,500,female,yes
2021-3-23,500,female,yes
2015-12-4,1000,female,yes
2016-2-12,1000,female,yes
2016-10-19,1000,female,yes
2016-10-19,1000,female,yes
2016-10-19,1000,female,yes
2016-10-19,1000,female,yes
2016-11-2,1000,female,yes
2017-5-22,500,female,yes
2017-5-22,1100,female,yes
2017-8-2,1000,female,yes
2017-8-2,1000,female,yes
2017-10-24,10000,female,yes
2017-11-1,1000,female,yes
2017-11-1,1000,female,yes
2017-11-1,1000,female,yes
2017-11-1,1000,female,yes
2017-12-1,1000,female,yes
2018-6-6,3000,female,yes
2019-11-1,2000,female,yes
2019-11-1,2000,female,yes
2019-11-1,500,female,yes
2020-9-10,3000,female,yes
2020-12-1,3000,female,yes
2020-11-2,3000,female,yes
2020-6-8,2000,female,yes
2020-4-23,3000,female,yes
2021-2-17,3000,female,yes
2021-9-3,3000,female,yes
2021-12-2,3000,female,yes
2021-11-4,3000,female,yes
2021-11-4,3000,female,yes
2021-11-8,3000,female,yes
2021-6-11,3000,female,yes
2022-2-4,3000,female,yes
2022-2-24,2000,female,yes
2022-11-1,3000,female,yes
2022-11-1,500,female,yes
2022-1-28,500,female,yes
2022-1-28,3000,female,yes
2023-2-1,10000,female,yes
2023-3-2,3000,female,yes
2023-3-2,500,female,yes
2023-4-19,1000,female,yes
2013-10-3,8000,female,no
2014-3-27,2000,female,no
2014-8-18,2000,female,no
2015-3-25,4000,female,no
2015-11-26,2000,female,no
2017-11-22,4000,female,no
2018-1-16,4000,female,no
2018-12-18,7200,female,no
2019-7-2,546,female,no
2019-7-24,10000,female,no
2020-12-9,10000,female,no
2021-6-9,15000,female,no
2022-4-5,9500,female,no
2017-4-20,2000,female,no
2019-9-19,10000,female,no
2021-7-21,10000,female,no
2021-4-19,3000,female,no
2022-7-19,1000,female,no
2015-6-24,600,female,no
2020-5-13,2000,female,no
2020-4-10,2000,female,no
2021-7-27,5000,female,no
2021-5-7,2000,female,no
2014-9-11,1000,female,yes
2015-3-12,1000,female,yes
2016-3-21,400,female,yes
2016-8-18,4000,female,yes
2017-8-16,1000,female,yes
2019-8-30,2000,female,yes
2020-9-28,2000,female,yes
2020-6-29,3000,female,yes
2021-5-4,5000,female,yes
2022-9-13,3000,female,yes
2021-7-24,5000,female,no
2022-9-5,5000,female,no
2022-1-17,2000,female,no
2022-4-11,2000,female,no
2023-4-25,5000,female,no
2020-12-29,12500,male,no
2020-12-29,12500,male,no
2020-11-11,15000,male,no
2020-11-11,5000,male,no
2021-6-5,20000,male,no
2021-4-24,20000,male,no
2022-9-16,20000,male,no
2022-10-12,20000,male,no
2022-10-28,30000,male,no
2022-11-7,30000,male,no
2022-11-11,55000,male,no
2014-6-28,500,female,yes
2014-7-26,500,female,yes
2015-2-14,1000,female,yes
2016-2-13,1000,female,yes
2016-6-2,1000,female,yes
2016-7-14,1000,female,yes
2017-4-12,1000,female,yes
2017-8-18,1000,female,yes
2018-3-30,1000,female,yes
2018-8-22,1000,female,yes
2018-10-24,1000,female,yes
2019-7-6,1000,female,yes
2019-2-13,1000,female,yes
2019-5-15,1000,female,yes
2019-11-28,500,female,yes
2019-8-2,3000,female,yes
2019-8-2,2000,female,yes
2020-2-27,1000,female,yes
2020-8-5,1000,female,yes
2021-1-29,1000,female,yes
2013-12-7,10000,female,no
2013-12-14,10000,female,no
2017-4-18,2000,female,no
2019-9-20,1000,female,no
2020-5-5,5000,female,no
2021-9-6,10000,female,no
2021-5-8,10000,female,no
2014-8-22,1000,female,yes
2015-12-24,500,female,yes
2016-7-12,500,female,yes
2017-3-17,500,female,yes
2018-4-3,1000,female,yes
2019-9-3,13000,female,yes
2020-2-18,2000,female,yes
2020-8-4,5000,female,yes
2014-12-24,5000,female,no
2017-12-19,1000,female,no
2019-12-24,2000,female,no
2021-7-20,2002,female,no
2019-9-20,1000,male,no
2022-12-21,1000,male,no
2022-11-22,1000,male,no
2023-7-21,1000,male,no
2023-2-21,1000,male,no
2023-5-23,1000,male,no
2023-1-21,1000,male,no
2023-6-21,1000,male,no
2023-3-21,1000,male,no
2023-4-21,1000,male,no
2014-12-29,1000,male,no
2015-8-22,1000,male,no
2016-3-12,1000,male,no
2017-8-26,1000,male,no
2018-5-28,1000,male,no
2019-7-6,550,male,no
2019-6-8,1000,male,no
2020-1-18,1000,male,no
2021-3-27,1000,male,no
2022-1-15,1000,male,no
2023-1-4,1000,male,no
2013-12-25,5000,male,no
2017-12-20,10000,male,no
2019-12-6,10000,male,no
2020-3-4,5000,male,no
2021-1-5,10000,male,no
2018-11-19,10000,female,no
2020-12-28,10000,female,no
2020-1-3,10000,female,no
2022-1-4,10000,female,no
2023-1-3,10000,female,no
2021-10-4,5000,female,no
