reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member
660003079,2022-12-29,10,50,P1083,8900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
660003080,2022-12-29,10,50,P1083,9100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
660003081,2022-12-29,10,10,P1083,11700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
660002026,2022-12-3,10,650000011,P0386,10700,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,male,,,no
660002023,2022-12-3,10,650000011,P1060,9400,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,female,,,no
660002021,2022-12-3,10,650000011,P1092,9600,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,male,,,no
650004638,2022-1-25,10,50,P0171,11100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650004665,2022-1-26,10,10,P0851,11800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
660002104,2022-12-7,10,10,P0175,14500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
660002115,2022-12-7,10,650000011,P0410,8900,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,male,,,no
660002120,2022-12-7,10,650000011,P0593,14500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,female,,,no
660002116,2022-12-7,10,650000011,P0686,5500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,female,,,no
660002117,2022-12-7,10,50,P1027,8200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650004700,2022-1-27,20,620000003,P0650,5900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยแบบประคับประคอง,บุคคลธรรมดา,female,,,no
650004712,2022-1-27,10,10,P0841,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004681,2022-1-27,10,10,P1073,11600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
660002151,2022-12-8,50,560000184,P0240,5800,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน กิตยาภรณ์,บุคคลธรรมดา,female,,,no
660002152,2022-12-8,50,550000059,P0240,10400,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน ทินนาถ กิตยาภรณ์,บุคคลธรรมดา,female,,,no
660002140,2022-12-8,10,10,P0434,7300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004727,2022-1-28,10,560000188,P0790,11900,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,female,,,no
650004728,2022-1-28,10,10,P0790,5200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
660002182,2022-12-9,50,560000045,P0724,13100,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน วิเชียร วิริยะประสิทธิ์,บุคคลธรรมดา,female,,,no
660002189,2022-12-9,10,650000011,P1060,10100,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนครบรอบ 36 ปีแห่งการสถาปนา รพธ.(เพื่ออุปกรณ์การแพทย์),บุคคลธรรมดา,female,,,no
650004757,2022-1-31,10,10,P0044,6900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004788,2022-1-31,10,10,P0110,10000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004790,2022-1-31,10,10,P0851,9400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004095,2022-1-4,10,600000001,P0066,9100,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,male,,,no
650004099,2022-1-4,10,10,P0926,5400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004147,2022-1-4,10,10,P0991,8300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004155,2022-1-5,10,600000001,P0065,9700,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,male,,,no
650004171,2022-1-5,10,50,P0109,5400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650004187,2022-1-5,10,10,P0190,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004188,2022-1-5,10,10,P0452,14700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004181,2022-1-5,10,10,P0743,12800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004178,2022-1-5,10,10,P0824,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004189,2022-1-5,10,10,P0851,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004229,2022-1-6,10,10,P0133,8700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004214,2022-1-6,10,10,P0175,12200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004217,2022-1-6,10,10,P0194,10100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004228,2022-1-6,10,50,P0522,7200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650004261,2022-1-7,10,10,P0802,5300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004837,2022-2-1,10,10,P0362,12100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650004840,2022-2-1,10,50,P0671,6900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650004845,2022-2-1,10,10,P0743,11900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004824,2022-2-1,10,50,P0995,10500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650004832,2022-2-1,10,10,P1092,12600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005124,2022-2-11,10,10,P0355,13800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005162,2022-2-14,10,50,P0688,5600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005154,2022-2-14,10,10,P0775,13600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005168,2022-2-14,10,10,P0902,12500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005158,2022-2-14,20,640000004,P1075,9300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์โสตประสาท,บุคคลธรรมดา,male,,,no
650005182,2022-2-15,10,10,P0194,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005231,2022-2-17,10,50,P0267,11800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005261,2022-2-17,10,10,P0452,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005243,2022-2-17,10,50,P0810,4700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005259,2022-2-17,10,10,P0851,15000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005212,2022-2-17,10,50,P0948,5700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005306,2022-2-18,10,10,P0851,3500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005322,2022-2-19,10,600000001,P0066,13400,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,male,,,no
650004894,2022-2-2,10,10,P0003,5300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005344,2022-2-21,20,570000009,P0340,9500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ความเป็นเลิศทางด้านโรคภูมิแพ้ โรคหืด และโรคระบบหายใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
650005349,2022-2-21,10,10,P0851,5900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005379,2022-2-22,10,560000188,P0286,4400,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,female,,,no
650005371,2022-2-22,10,10,P0735,8800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005373,2022-2-22,10,10,P0779,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005375,2022-2-22,10,10,P1075,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005409,2022-2-23,10,630000002,P0593,8200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
650005410,2022-2-23,10,50,P0593,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005407,2022-2-23,10,10,P0851,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005456,2022-2-24,10,10,P0408,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005446,2022-2-24,10,50,P0411,8800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005431,2022-2-24,10,10,P0790,11400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005525,2022-2-28,10,630000002,P0035,6700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
650005513,2022-2-28,10,10,P0171,11500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004970,2022-2-4,10,630000002,P0086,9100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
650004955,2022-2-4,10,560000188,P0790,9200,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,female,,,no
650004956,2022-2-4,10,10,P0790,12500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650004984,2022-2-7,10,10,P0175,8900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005006,2022-2-7,10,50,P0467,7000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005007,2022-2-7,10,560000188,P0467,6300,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,male,,,no
650005008,2022-2-7,20,640000004,P0950,12400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนศูนย์โสตประสาท,บุคคลธรรมดา,female,,,no
650005051,2022-2-9,20,560000008,P0200,2700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,female,,,no
650005070,2022-2-9,20,570000012,P0445,8900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
650005554,2022-3-1,10,50,P0110,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005547,2022-3-1,10,10,P0743,5800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005750,2022-3-10,10,10,P0189,10300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005831,2022-3-14,10,10,P0159,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005829,2022-3-14,10,10,P0190,4300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005832,2022-3-14,10,10,P0708,7400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005836,2022-3-14,10,10,P0851,16000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005878,2022-3-15,10,10,P0876,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005879,2022-3-15,10,50,P0876,7100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005880,2022-3-15,10,560000002,P0876,7500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,male,,,no
650005876,2022-3-15,10,630000002,P1058,8800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
650005877,2022-3-15,10,10,P1058,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005919,2022-3-17,10,10,P0662,8000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005949,2022-3-18,10,10,P0452,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005937,2022-3-18,10,10,P0622,12500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005963,2022-3-19,10,50,P0750,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005985,2022-3-19,10,10,P1093,12700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650005588,2022-3-2,10,560000188,P0326,7600,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,female,,,no
650005594,2022-3-2,10,50,P0410,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005595,2022-3-2,10,50,P0686,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005576,2022-3-2,10,10,P0796,10400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005577,2022-3-2,10,50,P0796,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650006003,2022-3-21,10,10,P0194,10400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006017,2022-3-21,10,10,P0518,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006012,2022-3-21,10,50,P1015,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650006053,2022-3-22,10,10,P0638,6700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006084,2022-3-23,10,10,P0104,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006078,2022-3-23,10,10,P0735,8800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006080,2022-3-23,10,10,P0779,14900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006083,2022-3-23,10,50,P0855,8500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650006082,2022-3-23,10,10,P1075,10700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006159,2022-3-24,10,10,P0775,3800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006155,2022-3-24,10,10,P0851,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006188,2022-3-25,10,10,P0337,7600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006250,2022-3-28,10,10,P0110,14300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006263,2022-3-28,10,10,P0115,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006242,2022-3-28,10,50,P0171,10700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650006249,2022-3-28,10,630000002,P0593,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์ (COVID 19),บุคคลธรรมดา,female,,,no
650006227,2022-3-28,10,10,P0827,8500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006228,2022-3-28,10,50,P0827,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650006296,2022-3-29,10,50,P0806,15100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650005606,2022-3-3,10,10,P0175,12300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005608,2022-3-3,10,10,P0194,12600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006358,2022-3-30,10,10,P0003,7500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006422,2022-3-31,10,10,P0824,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006425,2022-3-31,10,10,P0950,11200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005646,2022-3-4,10,10,P0216,8100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005635,2022-3-4,10,50,P0521,10600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650005668,2022-3-5,10,10,P1080,16700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650005705,2022-3-7,10,10,P0671,7100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006474,2022-4-1,10,10,P0671,12000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006489,2022-4-1,10,50,P0743,6800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650006491,2022-4-1,10,10,P0995,11400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006721,2022-4-11,10,600000001,P0555,6900,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนบริจาคครบรอบ 30 ปีแห่งการสถาปนา รพ.ธ,บุคคลธรรมดา,male,,,no
650006760,2022-4-11,10,10,P0650,12200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006749,2022-4-11,10,10,P0982,6100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006762,2022-4-11,10,50,P1027,10300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650006757,2022-4-11,10,10,P1058,14600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006837,2022-4-18,10,50,P0367,9500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650006842,2022-4-18,10,50,P0482,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
650006838,2022-4-18,10,10,P0851,14800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
650006852,2022-4-19,10,50,P0141,16900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
650006846,2022-4-19,10,10,P0194,18300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006866,2022-4-19,10,10,P0452,9000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006900,2022-4-20,10,10,P0528,6800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
650006919,2022-4-21,10,10,P0104,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
